cell_id,cycle,discharge_capacity_Ah
b1c3,154,1.0831856
b1c3,155,1.0829952
b1c3,156,1.0829121
b1c3,157,1.0828562
b1c3,158,1.0828874
b1c3,159,1.0828584
b1c3,160,1.0828091
b1c3,161,1.0827599
b1c3,162,1.0827731
b1c3,163,1.0828105
b1c3,164,1.082866
b1c3,165,1.0828493
b1c3,166,1.0827773
b1c3,167,1.0827954
b1c3,168,1.0827383
b1c3,169,1.0826697
b1c3,170,1.0826463
b1c3,171,1.0825381
b1c3,172,1.0824515
b1c3,173,1.0823683
b1c3,174,1.0823199
b1c3,175,1.0822684
b1c3,176,1.0824035
b1c3,177,1.082518
b1c3,178,1.0825118
b1c3,179,1.0824127
b1c3,180,1.0822315
b1c3,181,1.0821456
b1c3,182,1.0820292
b1c3,183,1.0821424
b1c3,184,1.0822997
b1c3,185,1.082386
b1c3,186,1.0823539
b1c3,187,1.0823928
b1c3,188,1.0823994
b1c3,189,1.0822458
b1c3,190,1.082163
b1c3,191,1.0818874
b1c3,192,1.0819384
b1c3,193,1.0819165
b1c3,194,1.081863
b1c3,195,1.081789
b1c3,196,1.081736
b1c3,197,1.0816919
b1c3,198,1.0815769
b1c3,199,1.0815357
b1c3,200,1.0814843
b1c3,201,1.0814089
b1c3,202,1.0814177
b1c3,203,1.0814677
b1c3,204,1.0816414
b1c3,205,1.0817471
b1c3,206,1.0816164
b1c3,207,1.081393
b1c3,208,1.0812212
b1c3,209,1.0811396
b1c3,210,1.0811932
b1c3,211,1.0814465
b1c3,212,1.0816115
b1c3,213,1.0817045
b1c3,214,1.0817196
b1c3,215,1.0816904
b1c3,216,1.081635
b1c3,217,1.0814594
b1c3,218,1.0812286
b1c3,219,1.0809274
b1c3,220,1.0809674
b1c3,221,1.080874
b1c3,222,1.0808077
b1c3,223,1.0807638
b1c3,224,1.0806947
b1c3,225,1.0806413
b1c3,226,1.0805442
b1c3,227,1.080488
b1c3,228,1.0804579
b1c3,229,1.0805582
b1c3,230,1.0805447
b1c3,231,1.0806819
b1c3,232,1.080826
b1c3,233,1.0806774
b1c3,234,1.080448
b1c3,235,1.080267
b1c3,236,1.0802946
b1c3,237,1.0801291
b1c3,238,1.0802127
b1c3,239,1.0803374
b1c3,240,1.0803715
b1c3,241,1.080435
b1c3,242,1.0804123
b1c3,243,1.0803292
b1c3,244,1.0802615
b1c3,245,1.0801409
b1c3,246,1.0798657
b1c3,247,1.0798571
b1c3,248,1.0798211
b1c3,249,1.0797673
b1c3,250,1.07969
b1c3,251,1.0796571
b1c3,252,1.0795416
b1c3,253,1.0795009
b1c3,254,1.0794427
b1c3,255,1.0794766
b1c3,256,1.0794626
b1c3,257,1.0794717
b1c3,258,1.0795105
b1c3,259,1.0796456
b1c3,260,1.0796448
b1c3,261,1.0794698
b1c3,262,1.079272
b1c3,263,1.0791957
b1c3,264,1.0790919
b1c3,265,1.079147
b1c3,266,1.0792894
b1c3,267,1.0794137
b1c3,268,1.0794321
b1c3,269,1.0794497
b1c3,270,1.079408
b1c3,271,1.079354
b1c3,272,1.0793394
b1c3,273,1.0790389
b1c3,274,1.0789319
b1c3,275,1.0789088
b1c3,276,1.078822
b1c3,277,1.0787451
b1c3,278,1.0787085
b1c3,279,1.0786767
b1c3,280,1.0786195
b1c3,281,1.0785588
b1c3,282,1.0784521
b1c3,283,1.0784314
b1c3,284,1.0783805
b1c3,285,1.0783957
b1c3,286,1.0784618
b1c3,287,1.0785363
b1c3,288,1.0783776
b1c3,289,1.0783181
b1c3,290,1.0783429
b1c3,291,1.0781975
b1c3,292,1.0781516
b1c3,293,1.0782388
b1c3,294,1.0783249
b1c3,295,1.0784035
b1c3,296,1.0784885
b1c3,297,1.0785078
b1c3,298,1.0785202
b1c3,299,1.0785371
b1c3,300,1.0783056
b1c3,301,1.0779893
b1c3,302,1.0777988
b1c3,303,1.0777197
b1c3,304,1.0776551
b1c3,305,1.0776105
b1c3,306,1.0775301
b1c3,307,1.0774966
b1c3,308,1.0774319
b1c3,309,1.0774405
b1c3,310,1.0773252
b1c3,311,1.0773305
b1c3,312,1.0772666
b1c3,313,1.0773222
b1c3,314,1.0772752
b1c3,315,1.0772712
b1c3,316,1.0773456
b1c3,317,1.0773131
b1c3,318,1.077292
b1c3,319,1.0770893
b1c3,320,1.0770524
b1c3,321,1.0771217
b1c3,322,1.0771369
b1c3,323,1.077163
b1c3,324,1.0771496
b1c3,325,1.0770859
b1c3,326,1.0771114
b1c3,327,1.0771055
b1c3,328,1.0768123
b1c3,329,1.0768719
b1c3,330,1.0768789
b1c3,331,1.0767857
b1c3,332,1.0766708
b1c3,333,1.076678
b1c3,334,1.0766753
b1c3,335,1.0765896
b1c3,336,1.0765491
b1c3,337,1.0764641
b1c3,338,1.0764146
b1c3,339,1.0764247
b1c3,340,1.0770514
b1c3,341,1.0774496
b1c3,342,1.0775964
b1c3,343,1.0775149
b1c3,344,1.0774205
b1c3,345,1.0774122
b1c3,346,1.077369
b1c3,347,1.0775622
b1c3,348,1.0778348
b1c3,349,1.0780154
b1c3,350,1.0781935
b1c3,351,1.0782865
b1c3,352,1.0782914
b1c3,353,1.0783143
b1c3,354,1.0783333
b1c3,355,1.0780182
b1c3,356,1.0776743
b1c3,357,1.0773761
b1c3,358,1.0771856
b1c3,359,1.0770206
b1c3,360,1.0769717
b1c3,361,1.0768352
b1c3,362,1.0768148
b1c3,363,1.0767529
b1c3,364,1.0767064
b1c3,365,1.0766937
b1c3,366,1.0766143
b1c3,367,1.0765874
b1c3,368,1.0766803
b1c3,369,1.0766546
b1c3,370,1.0765345
b1c3,371,1.07643
b1c3,372,1.0763266
b1c3,373,1.0762303
b1c3,374,1.0762793
b1c3,375,1.0764942
b1c3,376,1.076654
b1c3,377,1.0768113
b1c3,378,1.0768533
b1c3,379,1.0769154
b1c3,380,1.0769253
b1c3,381,1.0770178
b1c3,382,1.0768487
b1c3,383,1.076537
b1c3,384,1.0763083
b1c3,385,1.0761175
b1c3,386,1.0759372
b1c3,387,1.0758693
b1c3,388,1.0757666
b1c3,389,1.0756929
b1c3,390,1.0756984
b1c3,391,1.0756533
b1c3,392,1.0756763
b1c3,393,1.0756392
b1c3,394,1.0755847
b1c3,395,1.0756655
b1c3,396,1.0757906
b1c3,397,1.0756688
b1c3,398,1.0755125
b1c3,399,1.0753624
b1c3,400,1.0752343
b1c3,401,1.0751683
b1c3,402,1.0753533
b1c3,403,1.0755324
b1c3,404,1.0757183
b1c3,405,1.0758065
b1c3,406,1.0757983
b1c3,407,1.0758308
b1c3,408,1.0758443
b1c3,409,1.0757962
b1c3,410,1.0755035
b1c3,411,1.0752534
b1c3,412,1.0750072
b1c3,413,1.0748681
b1c3,414,1.0747521
b1c3,415,1.0746888
b1c3,416,1.0746148
b1c3,417,1.0745554
b1c3,418,1.0745457
b1c3,419,1.0745339
b1c3,420,1.0745198
b1c3,421,1.0745418
b1c3,422,1.0745783
b1c3,423,1.0746568
b1c3,424,1.074661
b1c3,425,1.0745052
b1c3,426,1.074306
b1c3,427,1.074149
b1c3,428,1.0740281
b1c3,429,1.0740621
b1c3,430,1.0742995
b1c3,431,1.0744506
b1c3,432,1.0744389
b1c3,433,1.0745679
b1c3,434,1.07456
b1c3,435,1.0745476
b1c3,436,1.0744752
b1c3,437,1.0742904
b1c3,438,1.0739579
b1c3,439,1.0737436
b1c3,440,1.073591
b1c3,441,1.0734739
b1c3,442,1.0734398
b1c3,443,1.0730978
b1c3,444,1.0733006
b1c3,445,1.0732824
b1c3,446,1.0732311
b1c3,447,1.0732306
b1c3,448,1.0732222
b1c3,449,1.0732244
b1c3,450,1.0733613
b1c3,451,1.0733746
b1c3,452,1.0732112
b1c3,453,1.0730406
b1c3,454,1.0729457
b1c3,455,1.0728221
b1c3,456,1.0728004
b1c3,457,1.0728793
b1c3,458,1.0730073
b1c3,459,1.0730311
b1c3,460,1.0732092
b1c3,461,1.0731173
b1c3,462,1.0731091
b1c3,463,1.07304
b1c3,464,1.0730141
b1c3,465,1.0727364
b1c3,466,1.0725198
b1c3,467,1.0723691
b1c3,468,1.0722308
b1c3,469,1.0721487
b1c3,470,1.0720574
b1c3,471,1.0720305
b1c3,472,1.0720005
b1c3,473,1.0719175
b1c3,474,1.071856
b1c3,475,1.0717726
b1c3,476,1.0717462
b1c3,477,1.0717498
b1c3,478,1.0716352
b1c3,479,1.0716394
b1c3,480,1.071579
b1c3,481,1.0714942
b1c3,482,1.0714242
b1c3,483,1.071363
b1c3,484,1.071568
b1c3,485,1.0718137
b1c3,486,1.0720332
b1c3,487,1.0721149
b1c3,488,1.0722175
b1c3,489,1.0722313
b1c3,490,1.0722903
b1c3,491,1.0722848
b1c3,492,1.0719745
b1c3,493,1.0716251
b1c3,494,1.0713266
b1c3,495,1.0711154
b1c3,496,1.071023
b1c3,497,1.0708991
b1c3,498,1.0706998
b1c3,499,1.0704384
b1c3,500,1.0690076
b1c3,501,1.0661081
b1c3,502,1.0704533
b1c3,503,1.0681568
b1c3,504,1.0691772
b1c3,505,1.0690328
b1c3,506,1.0690389
b1c3,507,1.0690489
b1c3,508,1.0690632
b1c3,509,1.069098
b1c3,510,1.0690771
b1c3,511,1.0688887
b1c3,512,1.0688984
b1c3,513,1.0690066
b1c3,514,1.0690308
b1c3,515,1.0690925
b1c3,516,1.0691242
b1c3,517,1.0692281
b1c3,518,1.069163
b1c3,519,1.0691237
b1c3,520,1.0688432
b1c3,521,1.0685549
b1c3,522,1.068387
b1c3,523,1.0683511
b1c3,524,1.0682809
b1c3,525,1.0682194
b1c3,526,1.0681629
b1c3,527,1.0681245
b1c3,528,1.0680504
b1c3,529,1.0679786
b1c3,530,1.0679474
b1c3,531,1.067935
b1c3,532,1.067976
b1c3,533,1.0679834
b1c3,534,1.0679106
b1c3,535,1.0677751
b1c3,536,1.0677193
b1c3,537,1.0676483
b1c3,538,1.0675859
b1c3,539,1.0675685
b1c3,540,1.0676757
b1c3,541,1.0677795
b1c3,542,1.067753
b1c3,543,1.0677736
b1c3,544,1.0677402
b1c3,545,1.0676835
b1c3,546,1.0675991
b1c3,547,1.0674046
b1c3,548,1.0671737
b1c3,549,1.0671915
b1c3,550,1.067211
b1c3,551,1.067158
b1c3,552,1.0670325
b1c3,553,1.0669584
b1c3,554,1.0669023
b1c3,555,1.0668036
b1c3,556,1.0667052
b1c3,557,1.0666617
b1c3,558,1.0666211
b1c3,559,1.0665894
b1c3,560,1.0666052
b1c3,561,1.0666715
b1c3,562,1.0665203
b1c3,563,1.0665113
b1c3,564,1.0664586
b1c3,565,1.06644
b1c3,566,1.0662081
b1c3,567,1.0663333
b1c3,568,1.0664775
b1c3,569,1.0666142
b1c3,570,1.0666863
b1c3,571,1.0667042
b1c3,572,1.0666677
b1c3,573,1.0666822
b1c3,574,1.0666614
b1c3,575,1.0662985
b1c3,576,1.0659221
b1c3,577,1.0659647
b1c3,578,1.0658207
b1c3,579,1.065733
b1c3,580,1.065605
b1c3,581,1.0655385
b1c3,582,1.0654867
b1c3,583,1.0654666
b1c3,584,1.0653852
b1c3,585,1.0653673
b1c3,586,1.0650296
b1c3,587,1.0652369
b1c3,588,1.0652375
b1c3,589,1.065245
b1c3,590,1.0651752
b1c3,591,1.0651844
b1c3,592,1.0651767
b1c3,593,1.0650409
b1c3,594,1.0649786
b1c3,595,1.0650134
b1c3,596,1.0651648
b1c3,597,1.0648971
b1c3,598,1.0652255
b1c3,599,1.0651878
b1c3,600,1.0651513
b1c3,601,1.0650841
b1c3,602,1.0649133
b1c3,603,1.0646394
b1c3,604,1.0646367
b1c3,605,1.0645945
b1c3,606,1.064394
b1c3,607,1.0643892
b1c3,608,1.0644413
b1c3,609,1.0643705
b1c3,610,1.0643855
b1c3,611,1.0642904
b1c3,612,1.0634801
b1c3,613,1.0640864
b1c3,614,1.0640728
b1c3,615,1.063948
b1c3,616,1.0639752
b1c3,617,1.0638908
b1c3,618,1.064051
b1c3,619,1.0639035
b1c3,620,1.0638531
b1c3,621,1.0637401
b1c3,622,1.063628
b1c3,623,1.0635829
b1c3,624,1.0636693
b1c3,625,1.063625
b1c3,626,1.063555
b1c3,627,1.0633475
b1c3,628,1.0632478
b1c3,629,1.0633909
b1c3,630,1.0634875
b1c3,631,1.0633433
b1c3,632,1.0632769
b1c3,633,1.0632435
b1c3,634,1.0631936
b1c3,635,1.0631635
b1c3,636,1.0631235
b1c3,637,1.0630413
b1c3,638,1.0629972
b1c3,639,1.0629019
b1c3,640,1.0628215
b1c3,641,1.0627861
b1c3,642,1.0626938
b1c3,643,1.062469
b1c3,644,1.0626063
b1c3,645,1.0626073
b1c3,646,1.0626409
b1c3,647,1.0624455
b1c3,648,1.0625837
b1c3,649,1.0623401
b1c3,650,1.0623375
b1c3,651,1.0624065
b1c3,652,1.0624244
b1c3,653,1.0623883
b1c3,654,1.0621463
b1c3,655,1.062206
b1c3,656,1.0620601
b1c3,657,1.0618271
b1c3,658,1.0619439
b1c3,659,1.0619981
b1c3,660,1.0619216
b1c3,661,1.0620112
b1c3,662,1.0619563
b1c3,663,1.0619134
b1c3,664,1.0618366
b1c3,665,1.0617914
b1c3,666,1.061769
b1c3,667,1.0616856
b1c3,668,1.0616089
b1c3,669,1.0615634
b1c3,670,1.061446
b1c3,671,1.0610991
b1c3,672,1.0614055
b1c3,673,1.0612526
b1c3,674,1.0614375
b1c3,675,1.0613569
b1c3,676,1.0612006
b1c3,677,1.0610174
b1c3,678,1.0609925
b1c3,679,1.0610212
b1c3,680,1.0608757
b1c3,681,1.0609505
b1c3,682,1.0608768
b1c3,683,1.060783
b1c3,684,1.0607835
b1c3,685,1.0606401
b1c3,686,1.0607945
b1c3,687,1.0605915
b1c3,688,1.0605693
b1c3,689,1.0607073
b1c3,690,1.0606595
b1c3,691,1.0605428
b1c3,692,1.0605208
b1c3,693,1.060268
b1c3,694,1.0601079
b1c3,695,1.0602527
b1c3,696,1.060222
b1c3,697,1.0601773
b1c3,698,1.0601343
b1c3,699,1.0601205
b1c3,700,1.0601251
b1c3,701,1.0596724
b1c3,702,1.0599495
b1c3,703,1.0599784
b1c3,704,1.0597321
b1c3,705,1.0595857
b1c3,706,1.0593928
b1c3,707,1.059545
b1c3,708,1.0595942
b1c3,709,1.0594494
b1c3,710,1.0595437
b1c3,711,1.0594957
b1c3,712,1.0591123
b1c3,713,1.0593508
b1c3,714,1.0592753
b1c3,715,1.059361
b1c3,716,1.0587605
b1c3,717,1.0591475
b1c3,718,1.0589824
b1c3,719,1.0588963
b1c3,720,1.0592437
b1c3,721,1.0589333
b1c3,722,1.0592766
b1c3,723,1.0594481
b1c3,724,1.0591185
b1c3,725,1.0592369
b1c3,726,1.0593687
b1c3,727,1.0592481
b1c3,728,1.0592803
b1c3,729,1.0592432
b1c3,730,1.0591048
b1c3,731,1.0589254
b1c3,732,1.0590013
b1c3,733,1.0592582
b1c3,734,1.0587748
b1c3,735,1.0592295
b1c3,736,1.0595014
b1c3,737,1.0593107
b1c3,738,1.0598613
b1c3,739,1.059917
b1c3,740,1.0594833
b1c3,741,1.0591189
b1c3,742,1.0589969
b1c3,743,1.0584674
b1c3,744,1.058035
b1c3,745,1.0579271
b1c3,746,1.0581071
b1c3,747,1.0578418
b1c3,748,1.0575777
b1c3,749,1.0577149
b1c3,750,1.0578191
b1c3,751,1.0571498
b1c3,752,1.0576733
b1c3,753,1.057258
b1c3,754,1.0575182
b1c3,755,1.0575042
b1c3,756,1.0575122
b1c3,757,1.0574005
b1c3,758,1.057194
b1c3,759,1.0573276
b1c3,760,1.057496
b1c3,761,1.057641
b1c3,762,1.0577281
b1c3,763,1.0574093
b1c3,764,1.0577856
b1c3,765,1.0578225
b1c3,766,1.0576183
b1c3,767,1.0573267
b1c3,768,1.0576304
b1c3,769,1.0567987
b1c3,770,1.0570128
b1c3,771,1.0564919
b1c3,772,1.0565761
b1c3,773,1.05652
b1c3,774,1.0561954
b1c3,775,1.0563797
b1c3,776,1.0563593
b1c3,777,1.0560248
b1c3,778,1.0561455
b1c3,779,1.0561436
b1c3,780,1.0559597
b1c3,781,1.0560282
b1c3,782,1.0559742
b1c3,783,1.0556289
b1c3,784,1.0555079
b1c3,785,1.055498
b1c3,786,1.0556099
b1c3,787,1.0555787
b1c3,788,1.0556924
b1c3,789,1.0559169
b1c3,790,1.0557481
b1c3,791,1.055976
b1c3,792,1.0559967
b1c3,793,1.0560803
b1c3,794,1.0554994
b1c3,795,1.0558161
b1c3,796,1.0556017
b1c3,797,1.0554289
b1c3,798,1.0548047
b1c3,799,1.0551019
b1c3,800,1.0550013
b1c3,801,1.0543926
b1c3,802,1.0547506
b1c3,803,1.0546176
b1c3,804,1.0546854
b1c3,805,1.0541332
b1c3,806,1.0545591
b1c3,807,1.0544533
b1c3,808,1.0544931
b1c3,809,1.0544268
b1c3,810,1.0540314
b1c3,811,1.0539931
b1c3,812,1.0541331
b1c3,813,1.053728
b1c3,814,1.0536476
b1c3,815,1.0536199
b1c3,816,1.0536466
b1c3,817,1.0540172
b1c3,818,1.0536134
b1c3,819,1.0537493
b1c3,820,1.0535846
b1c3,821,1.0538671
b1c3,822,1.0539148
b1c3,823,1.0538862
b1c3,824,1.0535015
b1c3,825,1.0529766
b1c3,826,1.052946
b1c3,827,1.0528668
b1c3,828,1.0526242
b1c3,829,1.0525222
b1c3,830,1.0528015
b1c3,831,1.0522603
b1c3,832,1.0524096
b1c3,833,1.0518551
b1c3,834,1.0520028
b1c3,835,1.0522232
b1c3,836,1.0519092
b1c3,837,1.0518088
b1c3,838,1.051946
b1c3,839,1.0521134
b1c3,840,1.0521061
b1c3,841,1.0520067
b1c3,842,1.0519459
b1c3,843,1.0513839
b1c3,844,1.0514009
b1c3,845,1.0514263
b1c3,846,1.0515857
b1c3,847,1.0517715
b1c3,848,1.0518616
b1c3,849,1.0513805
b1c3,850,1.0514907
b1c3,851,1.051576
b1c3,852,1.0514729
b1c3,853,1.0506022
b1c3,854,1.0507826
b1c3,855,1.0504646
b1c3,856,1.0508981
b1c3,857,1.0506185
b1c3,858,1.050288
b1c3,859,1.0500094
b1c3,860,1.0506425
b1c3,861,1.0505993
b1c3,862,1.0505573
b1c3,863,1.0502738
b1c3,864,1.0504071
b1c3,865,1.0494196
b1c3,866,1.0500942
b1c3,867,1.0501623
b1c3,868,1.0500227
b1c3,869,1.0492288
b1c3,870,1.0494796
b1c3,871,1.0498575
b1c3,872,1.0495473
b1c3,873,1.0500505
b1c3,874,1.0497727
b1c3,875,1.0497702
b1c3,876,1.0503101
b1c3,877,1.0497657
b1c3,878,1.0497844
b1c3,879,1.045558
b1c3,880,1.0466702
b1c3,881,1.0476002
b1c3,882,1.0477731
b1c3,883,1.0479714
b1c3,884,1.0479676
b1c3,885,1.0476854
b1c3,886,1.0480777
b1c3,887,1.0480506
b1c3,888,1.0480726
b1c3,889,1.0476091
b1c3,890,1.0477462
b1c3,891,1.0473992
b1c3,892,1.0466876
b1c3,893,1.0475801
b1c3,894,1.0477087
b1c3,895,1.0477891
b1c3,896,1.0475028
b1c3,897,1.047803
b1c3,898,1.0476059
b1c3,899,1.048
b1c3,900,1.0479707
b1c3,901,1.0480657
b1c3,902,1.0479609
b1c3,903,1.0471594
b1c3,904,1.0471389
b1c3,905,1.0467441
b1c3,906,1.0468796
b1c3,907,1.0464486
b1c3,908,1.0464725
b1c3,909,1.0461278
b1c3,910,1.0460423
b1c3,911,1.0458651
b1c3,912,1.0461751
b1c3,913,1.0461732
b1c3,914,1.0462952
b1c3,915,1.0455815
b1c3,916,1.0459352
b1c3,917,1.0460229
b1c3,918,1.0460768
b1c3,919,1.0453715
b1c3,920,1.0453718
b1c3,921,1.0457135
b1c3,922,1.0452684
b1c3,923,1.0456436
b1c3,924,1.0458962
b1c3,925,1.0460699
b1c3,926,1.0461495
b1c3,927,1.0459689
b1c3,928,1.0461746
b1c3,929,1.0456153
b1c3,930,1.0456259
b1c3,931,1.0452348
b1c3,932,1.0448004
b1c3,933,1.044699
b1c3,934,1.0440915
b1c3,935,1.0440612
b1c3,936,1.0441654
b1c3,937,1.0438952
b1c3,938,1.0438045
b1c3,939,1.0442891
b1c3,940,1.0440066
b1c3,941,1.0436362
b1c3,942,1.0442176
b1c3,943,1.0434662
b1c3,944,1.0413921
b1c3,945,1.0416316
b1c3,946,1.0426245
b1c3,947,1.0411052
b1c3,948,1.0411513
b1c3,949,1.04319
b1c3,950,1.0406916
b1c3,951,1.0409452
b1c3,952,1.0429487
b1c3,953,1.0408863
b1c3,954,1.0408254
b1c3,955,1.0410795
b1c3,956,1.0413861
b1c3,957,1.0402777
b1c3,958,1.0404568
b1c3,959,1.0421057
b1c3,960,1.04015
b1c3,961,1.0397189
b1c3,962,1.0410136
b1c3,963,1.0392118
b1c3,964,1.039093
b1c3,965,1.0389198
b1c3,966,1.0393894
b1c3,967,1.0387063
b1c3,968,1.0379866
b1c3,969,1.039088
b1c3,970,1.0380113
b1c3,971,1.0375137
b1c3,972,1.0375247
b1c3,973,1.0377055
b1c3,974,1.0377831
b1c3,975,1.0387517
b1c3,976,1.0383457
b1c3,977,1.0380929
b1c3,978,1.038669
b1c3,979,1.038424
b1c3,980,1.0374321
b1c3,981,1.0373765
b1c3,982,1.0383124
b1c3,983,1.0375423
b1c3,984,1.0365694
b1c3,985,1.0374397
b1c3,986,1.0381298
b1c3,987,1.0365291
b1c3,988,1.036154
b1c3,989,1.0384743
b1c3,990,1.0366871
b1c3,991,1.0351158
b1c3,992,1.0358374
b1c3,993,1.0353649
b1c3,994,1.0351468
b1c3,995,1.0354655
b1c3,996,1.0361035
b1c3,997,1.0345701
b1c3,998,1.0350956
b1c3,999,1.0367213
b1c3,1000,1.0346525
b1c3,1001,1.0339092
b1c3,1002,1.0346185
b1c3,1003,1.0341966
b1c3,1004,1.0337812
b1c3,1005,1.0337777
b1c3,1006,1.0345383
b1c3,1007,1.0333815
b1c3,1008,1.0339255
b1c3,1009,1.0350702
b1c3,1010,1.0337005
b1c3,1011,1.0327839
b1c3,1012,1.0332307
b1c3,1013,1.0329731
b1c3,1014,1.032617
b1c3,1015,1.0319779
b1c3,1016,1.0332725
b1c3,1017,1.0316427
b1c3,1018,1.0314797
b1c3,1019,1.0314873
b1c3,1020,1.0306302
b1c3,1021,1.0312117
b1c3,1022,1.031235
b1c3,1023,1.0317698
b1c3,1024,1.0306914
b1c3,1025,1.0319761
b1c3,1026,1.0318507
b1c3,1027,1.0313855
b1c3,1028,1.0312972
b1c3,1029,1.030941
b1c3,1030,1.0312254
b1c3,1031,1.030553
b1c3,1032,1.0302026
b1c3,1033,1.0304524
b1c3,1034,1.0302528
b1c3,1035,1.0295492
b1c3,1036,1.0299013
b1c3,1037,1.0295109
b1c3,1038,1.0293726
b1c3,1039,1.0294521
b1c3,1040,1.028901
b1c3,1041,1.0282081
b1c3,1042,1.0287482
b1c3,1043,1.0287241
b1c3,1044,1.0288498
b1c3,1045,1.0282573
b1c3,1046,1.0279512
b1c3,1047,1.0277325
b1c3,1048,1.0275682
b1c3,1049,1.027494
b1c3,1050,1.0276947
b1c3,1051,1.0274351
b1c3,1052,1.0270989
b1c3,1053,1.0267224
b1c3,1054,1.0267564
b1c3,1055,1.0265884
b1c3,1056,1.0261985
b1c3,1057,1.0254036
b1c3,1058,1.0256137
b1c3,1059,1.0257939
b1c3,1060,1.0253114
b1c3,1061,1.0256543
b1c3,1062,1.0255353
b1c3,1063,1.0245818
b1c3,1064,1.0252019
b1c3,1065,1.024572
b1c3,1066,1.0245359
b1c3,1067,1.0241977
b1c3,1068,1.0236692
b1c3,1069,1.0236772
b1c3,1070,1.0236802
b1c3,1071,1.0232586
b1c3,1072,1.0237315
b1c3,1073,1.0236163
b1c3,1074,1.023285
b1c3,1075,1.0228227
b1c3,1076,1.0228791
